academicDepartment,subjectArea,schoolBulletinPrefix,courseNumber,name,pointsMin,pointsMax
PSYC,PSYC,W,2225,Attention and Perception,3,0
MELC,MDES,G,6600,"Postcolonialism: Film, Fiction, History, Theory",4,0
MELC,MDES,G,8280,Gender and Sexuality in the Arabic World,4,0
MELC,MDES,W,3920,Contemporary Culture in the Modern Arab World,3,0
MELC,CLME,G,4621,Court Cultures of India,4,0
FRRP,FREN,G,8220,"Literature and Ethics, Montaigne to Proust",3,0
MELC,MDES,G,4601,Politics in India,4,0
FRRP,FREN,G,8615,Gender and Sexuality in the Maghreb,3,0
ITAL,ITAL,W,4140,Fictionalizing History: Fascism in Literature and Film,3,0
ITAL,ITAL,G,4340,"Italy's Southern Question: Geography, Culture, Power",3,0
SCTS,SCNC,W,3010,"Science, Technology and Society",3,0
EESC,EESC,W,2330,Science for Sustainable Development,3,0
EESC,EESC,W,4480,Paleobiology and Earth System History,3,0
ANTH,ANTH,V,3926,Rewriting Modernity:  Transculturation and the Postcolonial Intellectual,4,0
ANTH,ANTH,G,4114,Religion and Media,3,0
ANTH,ANTH,G,6300,Animal Alterity,3,0
SOCI,SOCI,G,6320,"Immigration, Cities, States: Deciphering the Global",3,0
CEAC,CHEN,E,4620,Introduction to polymers and soft materials,3,0
CEAC,CHEN,E,4740,Biological transport and rate phenomena II,3,0
BIOS,BIOL,W,4022,Developmental Biology,3,0
ANTH,ANTH,G,4078,"Clues, Signs, and Traces: Archaeology and Semiotics",3,0
CBME,EEBM,E,6020,Methods of computational neuroscience,4.5,0
CBME,BMEE,E,6030,Neural modeling and neuroengineering,3,0
MECE,MECE,E,6424,"Vibrations in machines, I",3,0
RELI,RELI,G,8900,Field Methods for Religious Studies,3,0
RELI,RELI,G,9721,Hegel & Derrida,3,0
FRRP,CLFR,W,3830,French Film,3,0
AHAR,AHIS,G,8164,Art and Ritual in the Ancient Near East,3,0
PSYC,PSYC,G,4485,Affective Neuroscience (Seminar),4,0
SOCI,SOCI,V,2225,Globalization:  Empirical & Theoretical Elements,3,0
EAEE,EAEE,E,3800,Earth and environmental engineering laboratory I,2,0
EAEE,EAEE,E,4950,Environmental biochemical processes,3,0
MATH,APMA,E,4101,Introduction to Dynamical Systems,3,0
PSYC,PSYC,G,6500,Supervised Teaching Assistance,3,0
SOCI,SOCI,W,3218,"Race, Crime, and Law",3,0
HIST,HIST,G,8409,20th Century Political History,4,0
HIST,HIST,G,8063,Captivity,4,0
HIST,HIST,G,8233,Between Europe and Asia: History and Cultures of Nomadic Civilizations,4,0
HIST,HIST,G,8712,"The U.S., the Middle East, and the Cold War",4,0
HIST,HIST,G,8713,Recent Trends in Islamic History,4,0
HIST,HIST,G,8933,Telling the Twentieth Century,4,0
HIST,HIST,G,9901,European Research Seminar,3,0
COLB,CPLS,BC,3142,The Spanish Civil War in Literature and the Visual Arts,3,0
MUSI,MUSI,V,3138,The music of Brahms,3,0
ANTH,ANTH,G,8498,Modern China,0,0
HSTB,HIST,BC,4870,Gender and Migration: A Global Perspective,4,0
EEEB,EEEB,G,4140,Ornithology,3,0
HIST,HIST,G,8117,Knowledge Networks and Information Economies in the Early Modern Period,4,0
EAEE,EAEE,E,9281,Prospects for nuclear energy - earth and environmental engineering seminar,0,0
SPPO,SPAN,G,6000,Didactics of Spanish Language and Culture,3,0
SOCI,SOCI,W,3315,"Sociology of Religion: Religion, Modernity, and the State",3,0
AHAR,AHIS,G,4131,"Early Christian & Byzantine Art, ca. 300-1453",3,0
AHAR,AHIS,G,6650,Multiple Modernities,3,0
AHAR,AHIS,G,6125,Painting in the Song Dynasty,3,0
AHAR,AHIS,G,8569,French Painting in Paris during the Reign of Louis XV,4,0
MUSI,MUSI,G,8360,"Gender/Sexuality/Music: Theory, History and Criticism",3,0
MUSI,MUSI,G,6371,Advanced Orchestration,3,0
MUSI,MUSI,W,4525,Instrumentation,3,0
EESC,EESC,W,4949,Introduction to Seismology,3,0
STAT,STAT,G,8327,Topics in Time Series Analysis,3,0
HIST,HIST,G,8538,The South After Reconstruction,4,0
HIST,HIST,U,8040,Americanization and Anti-Americanism,4,0
HIST,HSLW,G,8264,A History of International Law,4,0
SPPO,PORT,W,3349,Cinema and Society in Brazil,3,0
SPPO,PORT,W,3490,Brazilian Society and Civilization,3,0
SPPO,SPAN,W,3471,Visual Cultures of Latin America,3,0
CLSB,CLLT,W,4300,Classical Tradition,3,0
HIST,HIST,G,9903,Gender and Migration: A Global Perspective,4,0
SIPX,INAF,U,4734,SIPA-EI Practicum in Environmental Science and Policy,1,0
SUDV,SDEV,W,2300,Challenges of Sustainable Development,3,0
HIST,HSEA,W,3880,The History of Modern China,3,0
HIST,HSEA,W,3881,The History of Modern China II,3,0
HIST,HIST,G,8910,Introduction to History and Historiography,4,0
CSER,CSER,W,3922,Asian American Cinema,4,0
CSER,CSER,W,3918,Transnational Transgender Social Formations: Political Economies and Health Disparaties,4,0
HIST,HIST,W,1004,Ancient History of Egypt,3,0
HIST,HIST,W,4101,The World We Have Lost: Daily Life in Pre-Modern Europe,4,0
CSER,CSER,W,1012,History of Racialization in the United States,3,0
CSER,CSER,W,3943,Urban Ethnography,4,0
CSER,CSER,W,3990,Senior Project Seminar,4,0
SOCB,SOCI,V,3200,"Social Inequalities: Gender, Class and Race",3,0
SOCB,SOCI,V,3247,"The Immigrant Experience, Old and New",3,0
SPPO,SPAN,W,3522,Cervantes/Shakespeare's World,3,0
HIST,HSEA,W,4720,20th Century Tibetan History,4,0
HIST,HIST,W,4918,Drugs and World History,4,0
SPPO,PORT,W,3101,Conversation about the Lusophone World,3,0
HIST,HSEA,G,8100,Ruling Inner Asia From Beijing,4,0
HIST,HIST,G,8235,Expressions of Identities and Change in Muslim Eurasia,4,0
HIST,HIST,G,8405,U.S. Cultural and Intellectual History,4,0
HIST,HIST,G,8601,Founding Fathers and Sabra Sons: Generational Change and Continuity,4,0
HIST,HIST,G,8664,"Historiography of Latin American, Modern Period",4,0
HIST,HIST,G,8701,Islamic Movements in the Middle East,4,0
HIST,HSEA,G,8873,Japan Before 1600,4,0
HIST,HIST,G,8901,Imperialism,4,0
HIST,HIST,G,9102,Knowledge in Transit in the Early Modern World,4,0
HIST,HIST,G,9311,Writing British History: Research Seminar,4,0
HIST,HIST,G,9363,Europe in the 1940s,4,0
HIST,HIST,G,9401,"The Atlantic World, c.1600-1850",4,0
HIST,HIST,G,8105,Early Modern Economic History,4,0
HIST,HIST,G,8663,Historiography of Colonial Latin America,4,0
HIST,AFCV,C,1020,African Civilizations,4,0
ANTH,ANTH,G,6085,Thing Theory,3,0
HIST,CLHS,G,8420,The Hermeneutic Tradition,4,0
HIST,HSLW,G,8408,Law and Nationhood in US History,4,0
SPPO,SPAN,W,3477,Poetics of Exile in Spanish Literature,3,0
SPPO,SPAN,W,3991,"Senior Seminar: Travel, Empire and Cosmopolitanism in the Hispanic World",4,0
SPPO,SPAN,W,3491,Latin American Humanities II: From Modernity to the Present [In English],4,0
SPPO,SPAN,G,6270,Writing the City/Walking the Text: Spatial and Textual Practices in Modern Spain,3,0
RELI,RELI,W,4030,Topics in Tibetan Philosphy,4,0
SPPO,SPAN,S,3330,Introduction to the Study of Hispanic Cultures,3,0
VIAR,VIAR,S,3411,Printmaking: Relief/Woodcut,3,0
SOCI,SOCI,S,3208,Sociology of Race: Racial and Ethnic Inequalities in the U.S,3,0
SLAV,RUSS,S,4090,"Russian Decadence in the European Context: Perversity, Despair, and Collapse",3,0
ANTH,ANTH,S,4187,Anthropology of Religion and Caste in South Asia,3,0
EALC,EAAS,S,3925,History of Medicine in China,3,0
EALC,ASCE,S,3930,<i>Story of the Stone</i> and Gender in Late Imperial China,3,0
PHIL,PHIL,S,3654,Philosophy of Psychology,3,0
SPPO,SPAN,S,1210,Medical Spanish,4,0
PHIL,PHIL,S,2702,Contemporary Moral Problems,3,0
MELC,MDES,S,3031,Iranian Cinema: Images of a Revolutionary Culture,3,0
COMS,COMS,S,1007,Object-Oriented Programming and Design in Java,3,0
COMS,COMS,S,1004,Introduction to Computer Science and Programming in Java,3,0
ANTH,ANTH,S,4750,"Holy Wars and Holy Warriors:  Millennial, Apocalyptic & Messianic Traditions",3,0
POLS,POLS,S,4493,"The Politics of Human Rights: Ideals, Interests, and International Relations",3,0
RELI,RELI,S,3201,Introduction to the Hebrew Bible,3,0
ENCL,ENTA,S,4731,American Drama: The American Family Play,3,0
ENCL,ENGL,S,4452,From the Page to the Dance Stage: The Not So Secret Relationship between Dance and Literature,3,0
AHAR,AHUM,S,3342,Masterpieces of Indian Art and Architecture,3,0
HIST,HIST,S,3223,European Women in the Age of Revolution,3,0
FILM,FILM,S,3851,Fiction Into Film: The Art of Adaptation,3,0
ANTH,ANTH,S,4125,The Anthropology of the Political,3,0
ANTH,ANTH,S,4114,Anthropology of Religious Beliefs and Practice,3,0
AHAR,AHIS,S,3673,Photography from 1945 to Now,3,0
AHAR,AHIS,S,3860,Medieval Art in Manhattan,3,0
AHAR,AHIS,S,3933,Lorenzo the Magnificent and His Artists,4,0
ARCH,ARCH,S,4365,The Architecture and Development of New York City,3,0
AHAR,AHIS,S,3437,From Leonardo to Michelangelo: forming the Renaissance,4,0
AHAR,AHIS,S,3650,Modernism and Its Others,3,0
STAT,STAT,S,4105,Probability,3,0
STAT,STAT,S,4315,Linear Regression Models,3,0
ANTH,ANTH,S,3008,An Anthropology of the Middle East,3,0
HIST,HSEA,S,3881,China since 1800,3,0
HIST,HIST,S,3432,U.S. in the Era of Civil War and Reconstruction,3,0
HIST,HIST,S,3418,Slavery and Emancipation in the Atlantic World,3,0
HIST,HIST,S,3420,Religion in Modern America,3,0
HIST,HIST,S,3060,Imagining the Middle Ages,3,0
HIST,HIST,S,3002,History of the Early Christian Church,3,0
HIST,HIST,S,3024,Decline and Fall of the Roman Republic,3,0
PSYC,PSYC,S,3630,Seminar in Social Cognition,3,0
ENCL,ENGL,S,3848,Modernism: Virginia Woolf and Her Contemporaries,3,0
BUSI,BUSI,K,4010,Managing Human Behavior in the Organization,3,0
FILM,FILM,S,4138,Auteur Study: Clint Eastwood,3,0
FILM,FILM,S,3300,Topics in American Cinema: Horror,3,0
POLS,POLS,S,4631,American Foreign Policy,3,0
POLS,POLS,S,4431,Religion and Secularism in Multicultural Societies,3,0
ENCL,CLEN,S,4521,Topics in Comparative Literature: Useful Lies:  The Predicament of Renaissance Fiction,3,0
ENCL,ENGL,S,3970,New York City in American Literature,3,0
ENCL,ENGL,S,3950,Studies in 18th-Century English Literature: Satire,3,0
ENCL,ENGL,S,3933,Studies in the Novel: The Postcolonial Challenge,3,0
ENCL,ENGL,S,3695,The Novel: Origins of the English Novel,3,0
ENCL,ENGL,S,3737,Modern American Texts: Ordinary and Extraordinary Spaces,3,0
ENCL,ENGL,S,3239,"19th-Century English Novel: Austen, Bronte, Gaskell",3,0
BTEC,BIO,S,4310,Laboratory In Molecular Biology and Biotechnology,6,0
COMM,COMM,S,K416,Political Communications,3,0
COMM,COMM,S,K413,Corporate Communications,3,0
ENCL,ENGL,S,1010,University Writing,3,0
RELI,RELI,S,3120,Introduction to the New Testament,3,0
AHAR,AHIS,S,3947,Art since 1945,3,0
AHAR,AHIS,S,3605,On the Streets of New York: Architectural and Cultural History of the City,3,0
SPPO,SPAN,S,1101,"Elementary Spanish, I",4,0
SPPO,SPAN,S,1102,"Elementary Spanish, II",4,0
SPPO,SPAN,S,1201,"Intermediate Spanish, I",4,0
SPPO,SPAN,S,1202,"Intermediate Spanish, II",3,0
SPPO,SPAN,S,3300,Advanced Language through Content,3,0
SOCI,SOCI,S,3247,"The Immigrant Experience, Old and New",3,0
SOCI,SOCI,S,3270,Sociology of Mass Media and Popular Culture,3,0
SOCI,SOCI,S,3222,Criminology: An Introduction,3,0
COMM,COMM,S,K423,Evaluation and Measurement for Marketing and Communications,3,0
COMM,COMM,S,K420,Integrated Brand Communications,3,0
COMM,COMM,S,K412,Business and Media Writing,3,0
COMM,COMM,S,K411,Introduction to Market Research,3,0
COMM,COMM,S,K401,Survey and Analysis of Communications Practice,3,0
COMM,COMM,S,K421,Communications Case Analysis,3,0
IEOR,IEOR,S,4105,Probability,3,0
ECON,ECON,S,3213,Intermediate Macroeconomics,3,0
ECON,ECON,S,3412,Introduction to Econometrics,3,0
ECON,ECON,S,3211,Intermediate Microeconomics,3,0
ECON,ECON,S,1105,Principles of Economics,4,0
ECON,ECON,S,1105,Principles of Economics,4,0
EEEB,EEEB,S,1011,Behavioral Biology of the Living Primates,3,0
EEEB,EEEB,S,1010,The Human Species: Its Place in Nature,3,0
VIAR,VIAR,S,1201,Introduction to Painting,3,0
VIAR,VIAR,S,3701,Introduction to Photography,3,0
STAT,STAT,S,1211,Introduction to Statistics (with calculus),3,0
SPPO,SPAN,S,1202,"Intermediate Spanish, II",4,0
SPPO,SPAN,S,1201,"Intermediate Spanish, I",4,0
STAT,STAT,S,1111,Introduction to Statistics (without calculus),3,0
SPPO,SPAN,S,1102,"Elementary Spanish, II",4,0
AHAR,AHIS,S,4544,Image and Idea in Romanesque and Gothic art,3,0
SPPO,SPAN,S,1101,"Elementary Spanish, I",4,0
VIAR,VIAR,S,1001,Basic Drawing,3,0
VIAR,VIAR,S,4701,"Photo, II",3,0
STAT,STAT,S,1211,Introduction to Statistics (with calculus),3,0
SPPO,PORT,S,1101,"Elementary Portuguese, I",4,0
SPPO,PORT,S,1102,"Elementary Portuguese, II",4,0
STAT,STAT,S,1111,Introduction to Statistics (without calculus),3,0
SPPO,SPAN,S,3490,"Latin American Humanities, I (in English)",4,0
SPPO,SPAN,S,3491,"Latin American Humanities, II (in English)",4,0
SPPO,SPAN,S,1202,"Intermediate Spanish, II",4,0
SPPO,SPAN,S,1101,"Elementary Spanish, I",4,0
SPPO,SPAN,S,1102,"Elementary Spanish, II",4,0
SPPO,SPAN,S,1201,"Intermediate Spanish, I",4,0
SOCI,SOCI,S,3664,Comparative Political Sociology: Power in Thought and Practice,3,0
SOCI,SOCI,S,1202,The Sociological Imagination,3,0
SOCI,SOCI,S,3212,Methods of Social Research,3,0
SLAV,RUSS,S,1101,"Beginning Russian, I",4,0
SLAV,RUSS,S,1102,"Beginning Russian, II",4,0
SLAV,RUSS,S,1201,"Intermediate Russian, I",4,0
SLAV,RUSS,S,1202,"Intermediate Russian, II",4,0
SLAV,RUSS,S,3331,"Advanced Russian, I",4,0
SLAV,RUSS,S,3332,"Advanced Russian, II",4,0
SLAV,RUSS,S,4011,Introduction to translation and interpretation (into English from Russian or French) (in English),3,0
SLAV,RUSS,S,4245,Introduction to Russian and Soviet cinema (in English),3,0
SLAV,RUSS,S,4300,The great Russian novel (in English),3,0
PHIL,PHIL,S,1401,Introduction to Logic,3,0
PSYC,PSYC,S,1610,Introductory Statistics for Behavioral Scientists,4,0
MUSI,MUSI,S,2205,MIDI Music Production Techniques,3,0
GERL,GERM,S,1115,"Accelerated Elementary Reading, I and II",4,0
POLS,POLS,S,1601,Introduction to International Relations,3,0
MATH,MATH,S,1101,"Calculus, I",3,0
MATH,MATH,S,1101,"Calculus, I",3,0
MATH,MATH,S,1102,"Calculus, II",3,0
MATH,MATH,S,1201,"Calculus, III",3,0
MATH,MATH,S,1202,"Calculus, IV",3,0
MATH,MATH,S,2010,Linear Algebra,3,0
MATH,MATH,S,3027,Ordinary Differential Equations,3,0
PHYS,PHYS,S,1292,"General physics Laboratory, II",1,0
PHYS,PHYS,S,1202,"General Physics, II",3,0
PSYC,PSYC,S,2210,Cognition: Basic Processes,3,0
PSYC,PSYC,S,2230,Perception and Sensory Processes,3,0
PSYC,PSYC,S,2280,Introduction to Developmental Psychology,3,0
PSYC,PSYC,S,2450,Behavioral Neuroscience,3,0
PSYC,PSYC,S,1010,"Mind, Brain, and Behavior",3,0
PSYC,PSYC,S,1480,Experimental Psychology: Perception & Attention (lecture and lab),4,0
PSYC,PSYC,S,1610,Introductory Statistics for Behavioral Scientists,4,0
POLS,POLS,S,4860,Selected Problems in International Relations,3,0
PSYC,PSYC,S,1001,The Science of Psychology,4,0
POLS,POLS,S,4809,War and diplomacy during the Second World War,3,0
POLS,POLS,S,4838,Terrorism and Counterterrorism,3,0
POLS,POLS,S,4832,Strategic Intelligence and Political Decision Making,3,0
POLS,POLS,S,4811,Global Energy and Climate Change: Security and Geopolitics,3,0
POLS,POLS,S,1201,Introduction to American Government and Politics,3,0
POLS,POLS,S,1501,Introduction to Comparative Politics,3,0
POLS,POLS,S,1601,Introduction to International Relations,3,0
POLS,POLS,S,4136,American Political Thought,3,0
POLS,POLS,S,4316,The American Presidency,3,0
PHYS,PHYS,S,1291,"General Physics Laboratory, I",1,0
PHYS,PHYS,S,1202,"General Physics, II",3,0
PHYS,PHYS,S,1292,"General physics Laboratory, II",1,0
PHYS,PHYS,S,65,Basic Physics,0,0
PHYS,PHYS,S,1201,"General Physics, I",3,0
PHIL,PHIL,S,2201,"The History of Philosophy, II: Aquinas through Kant",3,0
MELC,MDES,S,4210,"Third Year Arabic, I",5,0
MATH,MATH,S,4061,"Introduction to Modern Analysis, I",3,0
MATH,MATH,S,4062,"Introduction to Modern Analysis, II",3,0
MATH,MATH,S,2010,Linear Algebra,3,0
MATH,MATH,S,3027,Ordinary Differential Equations,3,0
MATH,MATH,S,1202,"Calculus, IV",3,0
MATH,MATH,S,1102,"Calculus, II",3,0
MATH,MATH,S,1201,"Calculus, III",3,0
MATH,MATH,S,1003,College Algebra and Analytic Geometry,3,0
MATH,MATH,S,1101,"Calculus, I",3,0
MATH,MATH,S,65,Basic Mathematics,0,0
ITAL,ITAL,S,1202,"Intermediate Italian, II",4,0
ITAL,ITAL,S,1201,"Intermediate Italian, I",4,0
ITAL,ITAL,S,1101,"Elementary Italian, I",4,0
ITAL,ITAL,S,1102,"Elementary Italian, II",4,0
INAF,INAF,S,8885,Conflict assessment,3,0
INAF,INAF,S,6556,The United Nations and the prevention of armed conflict: Integrating theory and practice,3,0
INAF,INAF,S,6403,Human rights and transitional justice,3,0
INAF,INAF,S,6401,"The politics of human rights: Ideals, interests, and international relations",3,0
INAF,INAF,S,6392,War and international relations,3,0
INAF,INAF,S,6146,The European Human Rights Regime,3,0
HIST,HIST,S,3521,Family and Society in 20th-century America,3,0
HIST,HIST,S,3415,Governing the News Cycle: American Politics from the 1950s to the 1980s,3,0
HIST,HIST,S,3302,The European Catastrophe,3,0
GERL,GERM,S,1202,"Intermediate German, II",4,0
GERL,GERM,S,1201,"Intermediate German, I",4,0
GERL,GERM,S,1121,"Intensive Elementary German, I and II",8,0
GERL,GERM,S,1115,"Accelerated Elementary Reading, I and II",4,0
FUND,FUND,S,4370,Foundations of Fundraising  and Development,3,0
FRRP,FREN,S,3405,Advanced Grammar and Composition,3,0
CHEM,CHEM,S,1,Preparation for College Chemistry,0,0
FRRP,FREN,S,1204,Rapid Reading and Translation,3,0
FILM,FILM,S,3001,Introduction to the Study and Theory of Film,3,0
FRRP,FREN,S,3334,French Literature since 1800,3,0
CLAS,LATN,S,1221,Intensive Intermediate Latin: Poetry and Prose,6,0
CLAS,GREK,S,1121,Intensive Elementary Greek,6,0
CLAS,LATN,S,1121,Intensive Elementary Latin,6,0
FRRP,FREN,S,3334,French Literature since 1800,3,0
FRRP,FREN,S,1204,Rapid Reading and Translation,3,0
FRRP,FREN,S,1201,"Intermediate French, I",4,0
FRRP,FREN,S,1101,"Elementary French, I",4,0
FRRP,FREN,S,1102,"Elementary French, II",4,0
FILM,FILM,S,3002,Screenwriting: From Pitch to Outline,3,0
ENCL,ENGL,S,4604,American Literature: 1870-1940,3,0
ENCL,ENGL,S,4920,The Bible and English Literature,3,0
ENCL,ENGL,S,3273,American Literature and Culture: Whitman and New York City,3,0
ENCL,ENGL,S,3233,Shakespearean Character on Stage and Page,3,0
ECON,ECON,S,4415,Game Theory,3,0
ECON,ECON,S,4500,International Trade,3,0
EESC,EESC,S,1411,"Introduction to Earth Sciences, I: Lecture only",3,0
ECON,ECON,S,3025,Financial Economics,3,0
THEA,THEA,S,3005,Acting Lab,3,0
THEA,THEA,S,3501,The Actor's Craft,3,0
THEA,THEA,S,4215,New York Theatre Event: Off Broadway,3,0
EESC,EESC,S,1011,"Introduction to Earth Sciences, I : Lab & Lecture",4,0
COMS,COMS,S,4701,Artificial Intelligence,3,0
COMS,COMS,S,3137,Honors Data Structures and Algorithms,4,0
COMS,COMS,S,3157,Advanced Programming,4,0
COMS,COMS,S,3203,Discrete Mathematics: Introduction to Combinatorics and Graph Theory,3,0
COMS,COMS,S,3261,Computer Science Theory,3,0
CLAS,GREK,S,3309,Selections in Greek literature,3,0
CLAS,LATN,S,1121,Intensive Elementary Latin,6,0
CLAS,LATN,S,1221,Intensive Intermediate Latin: Poetry and Prose,6,0
COMS,COMS,S,1001,Introduction to Computers,3,0
COMS,COMS,S,1003,Introduction to Computer Programming in C,3,0
CLAS,GREK,S,1221,Intensive Intermediate Greek: Poetry and Prose,6,0
CHEM,CHEM,S,3543,Organic Chemistry Laboratory,3,0
CLAS,CLLT,S,3310,Classical Mythology,3,0
CLAS,GREK,S,1121,Intensive Elementary Greek,6,0
CHEM,CHEM,S,3444,Organic Chemistry II (Lecture),3.5,0
CHEM,CHEM,S,3443,Organic Chemistry I (Lecture),3.5,0
CHEM,CHEM,S,1404,General Chemistry II (Lecture),3.5,0
CHEM,CHEM,S,1500,General Chemistry Laboratory,3,0
CHEM,CHEM,S,1403,General Chemistry I (Lecture),3.5,0
BUSI,BUSI,K,4020,Introduction to Marketing & Marketing Management,3,0
ASTR,ASTR,S,1403,"Earth, Moon, and Planets",3,0
BUSI,BUSI,K,4001,Introduction to Finance,3,0
BUSI,BUSI,K,4003,Corporate Finance,3,0
AHAR,HUMA,S,1121,Masterpieces of Western Art,3,0
MUSI,HUMA,S,1123,Masterpieces of Western Music,3,0
ANTH,ANTH,S,4452,Urban Art Forms: Expressive Arts of New York City,3,0
ANTH,ANTH,S,4448,"Language, Culture, and Gender",3,0
ANTH,ANTH,S,4187,Ethnography of South Asia,3,0
ANTH,ANTH,S,1002,The Interpretation of Culture,3,0
ANTH,ANTH,S,1002,The Interpretation of Culture,3,0
ANTH,ANTH,S,4109,Political Economy of Latin America,3,0
HIST,HIST,G,8303,Secularization and Modern Intellectual History,4,0
PLSB,POLS,BC,3810,"*Colloquium on Aid, Politics & Violence in Africa",4,0
FILB,FILM,BC,3220,Topics in Cinema: War and Propaganda,3,0
WPGS,WRIT,W,3353,Poetry Seminar: Traditions in Poetry,3,0
IEOR,IEOR,E,4998,Managing Technological Innovation and Entrepreneurship,3,0
FYSB,FYSB,BC,1584,Global Literature:  Imagining South Asia,3,0
ARHB,AHIS,BC,3530,Advanced Studio,3,0
ANTB,ANTH,V,3907,Posthumanism,4,0
AFSB,AFRS,BC,3560,Human Rights and Social Change in Sub-Saharan Africa,4,0
ANTB,ANTH,V,3928,Religion and Mediation,4,0
PHYB,PHYS,C,1401,Introduction to Mechanics and Thermodynamics,3,0
AFSB,AFRS,BC,3150,Race and Performance In The Caribbean,4,0
PHYB,PHYS,C,1402,"Introduction to Electricity, Magnetism, and Optics",3,0
AFSB,AFRS,BC,3100,Medicine and Power in African History,4,0
HSTB,HIST,BC,4323,The City in Europe,4,0
ARHB,AHIS,BC,3654,Institutional Critique,3,0
HSTB,HIST,W,3661,Modern Latin American History (Latin American Civilization II),3,0
FRNB,FREN,BC,3013,Advanced Writing,3,0
CLSB,GREK,V,1101,Elementary Full-Year Course,4,0
CLSB,GREK,V,1121,Intensive Elementary Course,4,0
CLSB,GREK,V,3310,Selections from Greek Literature: Poetry,3,0
CLSB,GREK,W,4009,Selections from Greek Literature: Prose,3,0
CLSB,GREK,W,4105,History of Greek Literature I,4,0
CLSB,GREK,W,4106,History of Greek Literature II,4,0
CLSB,GREK,W,4139,Elements of Greek Prose Style,4,0
CLSB,GREK,W,4140,Greek Stylistics,3,0
CLSB,LATN,V,1101,Elementary Full-Year Course,4,0
CLSB,LATN,V,1120,Preparation for Intermediate Latin,4,0
CLSB,LATN,V,1121,Intensive Elementary Latin,4,0
CLSB,LATN,V,1201,Intermediate Latin I,4,0
CLSB,LATN,V,1202,Intermediate Latin II,4,0
CLSB,LATN,V,3309,Selections from Latin Literature: Poetry,3,0
CLSB,LATN,V,3996,The Major Seminar,3,0
CLSB,LATN,W,4009,Selections from Latin Literature: Prose,3,0
CLSB,LATN,W,4010,Selections from Latin Literature: Poetry,3,0
CLSB,LATN,W,4105,Latin Literature of the Republic,4,0
CLSB,LATN,W,4106,Latin Literature of the Empire,4,0
CLSB,LATN,W,4139,Elements of Latin Prose Style,3,0
FYSB,FYSB,BC,1284,Staging American Identity,3,0
HIST,HIST,G,8954,International Orders 1500-1950,0,0
SLAL,RUSS,G,6039,"Literature, Politics, and Tradition after Stalin",4,0
SPNB,SPAN,W,3300,Advanced Language through Content,3,0
SOCI,SOCI,G,6220,Practicum in Publishing,3,0
SOCI,SOCI,G,9080,Contextualization of Contexts,3,0
SLAB,RUSS,G,6039,"Literature, Politics, & Tradition After Stalin",3,0
MECE,MECE,E,4990,Special topics in mechanical engineering,3,0
SPPO,PORT,W,3300,Advanced Language through Content,3,0
SPPO,PORT,W,3330,Introduction to Portuguese Studies,3,0
SPPO,PORT,W,3468,Cultural Resistance in the Portuguese Speaking World,3,0
SPPO,SPAN,G,6230,"The Law of Desire: Eros, Gender and History in Spanish Cinema",3,0
SPPO,SPAN,W,3665,Writings and Images in Contemporary Latin America,3,0
SPPO,SPAN,G,6570,Colonial Creations: An Aesthetic History of Visual and Textual Experiences,3,0
SPPO,PORT,G,6670,Tropics of Brazilian Culture,3,0
SOCB,SOCI,BC,3909,Ethnic Conflict and Unrest,4,0
AHAR,AHIS,G,8120,The Art of Xu Bing,3,0
ANTH,ANTH,G,4127,Archaeologies of contemporary conflict,3,0
BIOS,BIOL,W,1130,Genes and Development,3,0
SOCI,SOCI,W,3322,Sociology of Emotions,3,0
BIOS,BIOL,W,4510,Genomics of Gene Regulation,4,0
HIST,HIST,G,8231,"The Polish-Lithuanian Commonwealth, Ukraine, and Muscovy-Russia in the Early Modern Period",4,0
SLAB,RUSS,V,1336,Two Hundred Years of Russian Poetry,3,0
SLAB,CLRS,G,4160,Sexuality in Russian/Soviet Cinema,3,0
SLAB,CLSS,W,4025,Literature and Ideology: Balkan Modernism,3,0
SLAB,RUSS,V,3421,Russian Phonetics and Intonation,1,0
SLAB,RUSS,W,4338,Chteniia po russkoi literature: Gogol,3,0
MUSI,MUSI,W,4241,Advanced Projects in Composition,3,0
PSYC,PSYC,G,4680,Developmental Affective Neuroscience (Seminar),4,0
SLAB,CLCZ,W,4038,Prague Spring: Czech Literature & Film of '60,3,0
ANTH,ANTH,V,2020,Chinese Strategies: Cultures in Practice,3,0
SLAL,RUSS,S,1101,"Beginning Russian, I",4,0
SLAL,RUSS,S,1102,"Beginning Russian, II",4,0
SLAL,RUSS,S,1201,"Intermediate Russian, I",4,0
SLAL,RUSS,S,1202,"Intermediate Russian, II",4,0
SLAL,RUSS,S,4333,"Advanced Russian, I",4,0
SLAL,RUSS,S,4335,"Advanced Russian, II",4,0
ENCL,CLEN,W,3938,Comparative Multiculturalisms (seminar),4,0
HIST,HIST,G,8410,Colonial and Revolutionary America,4,0
HIST,HIST,G,8411,Citizenship and National Identity in U.S. History,4,0
HIST,HIST,G,9402,History of American Women and Gender,4,0
HIST,HIST,G,9702,The Ottoman Empire and Its Rivals,4,0
ECON,ECON,W,4412,Advanced Econometrics,3,0
ENCL,ENGL,W,3409,Form in Poetry (Seminar),4,0
ENCL,ENTA,G,4702,The History Play (Seminar),3,0
ENCL,ENGL,G,4915,Narrative Medicine: Giving and Receiving Accounts of Self (Seminar),3,0
